,expgender,separatedornot_nobarriers,separatedornot_other,separatedornot_separaterooms,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,anch1group,anch2group,anch3group,anch4group,anchoring1,anchoring2,anchoring3,anchoring4,Ranchori,RAN001,RAN002,RAN003,Ranch1,Ranch2,Ranch3,Ranch4,gambfalgroup,gambfalDV,scalesgroup,scalesreca,scalesrecb,scales,reciprocitygroup,reciprocityother,reciprocityus,allowedforbiddenGroup,allowedforbidden,quotearec,quotebrec,quoteGroup,quote,totalflagestimations,totalnoflagtimeestimations,flagfilter,flagdv,flagGroup,Sysjust,MoneyGroup,moneyfilter,ContactGroup,Imagineddv,IATfilter,partgender,IATexpart,IATexpmath,IATexp.overall,totexpmissed,IATEXPfilter,allowedforbiddena,allowedforbiddenb,anchoring1a,anchoring1b,anchoring2a,anchoring2b,anchoring3a,anchoring3b,anchoring4a,anchoring4b,artwarm,d_donotuse,diseaseframinga,diseaseframingb,ethnicity_X1,ethnicity_X2,ethnicity_X3,flagsupplement1,flagsupplement2,flagsupplement3,flagtimeestimate1_Afternoon,flagtimeestimate1_Evening,flagtimeestimate1_Morning,flagtimeestimate2_Afternoon,flagtimeestimate2_Evening,flagtimeestimate2_Morning,flagtimeestimate3_Afternoon,flagtimeestimate3_Evening,flagtimeestimate3_Morning,flagtimeestimate4_Afternoon,flagtimeestimate4_Evening,flagtimeestimate4_Morning,gamblerfallacya,gamblerfallacyb,imaginedexplicit1,imaginedexplicit2,imaginedexplicit3,imaginedexplicit4,major,mathwarm,moneyagea,moneyageb,moneygendera,moneygenderb,noflagtimeestimate1_Afternoon,noflagtimeestimate1_Evening,noflagtimeestimate1_Morning,noflagtimeestimate2_Afternoon,noflagtimeestimate2_Evening,noflagtimeestimate2_Morning,noflagtimeestimate3_Afternoon,noflagtimeestimate3_Evening,noflagtimeestimate3_Morning,noflagtimeestimate4_Afternoon,noflagtimeestimate4_Evening,noflagtimeestimate4_Morning,omdimc3,omdimc3rt,omdimc3trt,politicalid,quotea,quoteb,reciprocityothera,reciprocityotherb,reciprocityusa,reciprocityusb,scalesa,scalesb,sex,sunkcosta,sunkcostb,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,us_or_international,lab_or_online,order,iat_exclude
10,1.0,0,0,0,18.0,0,3.0,0,1.0,0,1,0,1,3000.0,3000000.0,5000.0,30000.0,2163.5,3637.5,1172.5,4287.5,2163.5,3637.5,1172.5,4287.5,1,2.236067977,1,0.0,0.0,1.0,1,0.0,0.0,1,1.0,6.0,2.0,0,2.0,8.0,8.0,0,2.625,1,4.5,0,1,1,5.5,1,0.0,5.833333333,2.666666667,5.583333333,0,1,0.0,1.0,3000.0,4000.0,600000.0,3000000.0,5000.0,36825.0,667.0,30000.0,87.0,0.36037718700000004,0.0,0.0,0,0,0,8.0,3.0,2.0,1,0,0,0,1,0,1,0,0,0,0,1,2.236067977,1.732050808,6.0,2.0,5.0,9.0,1.0,14.0,18.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22573.0,22583.0,4.0,4.0,8.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,9.0,3.0,3.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,0,1,2.0,0
11,1.0,0,0,0,18.0,0,4.0,0,0.0,0,0,1,1,3000.0,1000000.0,45000.0,136.0,2163.5,1990.0,5417.5,234.5,2163.5,1990.0,5417.5,234.5,0,1.732050808,1,0.0,0.0,1.0,0,0.0,1.0,1,1.0,3.0,5.0,1,3.0,7.0,8.0,0,3.375,1,4.375,0,0,1,5.25,1,0.0,6.166666667,3.166666667,5.5,0,1,0.0,1.0,3000.0,4000.0,1000000.0,3000000.0,7000.0,45000.0,667.0,136.0,79.0,0.316108241,0.0,1.0,0,0,0,8.0,4.0,4.0,0,0,1,0,0,1,1,0,0,0,1,0,2.236067977,1.732050808,4.0,4.0,6.0,7.0,7.0,11.0,18.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,44982.0,45003.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,4.0,4.0,5.0,3.0,4.0,4.0,7.0,4.0,4.0,0,1,1.0,0
12,1.0,0,0,0,18.0,1,9.0,0,0.0,0,0,1,1,3000.0,850000.0,35000.0,15000.0,2163.5,1708.0,4002.0,3222.5,2163.5,1708.0,4002.0,3222.5,1,6.0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,6.0,5.0,0,5.0,8.0,8.0,0,1.875,0,4.125,0,0,0,5.25,1,0.0,7.0,3.166666667,5.916666667,0,1,0.0,1.0,3000.0,4000.0,850000.0,3000000.0,7000.0,35000.0,667.0,15000.0,100.0,1.007938756,0.0,1.0,0,1,0,11.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.732050808,5.0,4.0,7.0,5.0,3.0,39.0,18.0,21.0,1.0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,41148.0,41170.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,9.0,8.0,4.0,4.0,5.0,7.0,3.0,3.0,6.0,1.0,0,1,2.0,0
13,1.0,0,0,0,18.0,0,9.0,1,0.0,0,1,1,0,3000.0,3000000.0,20000.0,500.0,2163.5,3637.5,2393.5,1196.5,2163.5,3637.5,2393.5,1196.5,1,6.0,0,0.0,0.0,1.0,1,0.0,1.0,0,0.0,6.0,5.0,0,5.0,8.0,6.0,0,1.75,0,3.75,1,1,0,6.0,1,0.0,3.666666667,3.166666667,4.25,0,1,0.0,1.0,3000.0,4000.0,600000.0,3000000.0,7000.0,20000.0,500.0,30000.0,39.0,0.473005799,0.0,1.0,0,0,1,11.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.732050808,9.0,5.0,1.0,9.0,13.0,41.0,21.0,18.0,1.0,1.0,0,0,1,1,0,0,0,0,1,1,0,0,1.0,21219.0,21241.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0,1,1.0,0
14,1.0,0,0,0,18.0,0,9.0,1,1.0,0,0,0,1,4500.0,500000.0,20000.0,40000.0,4165.5,1215.0,2393.5,5018.5,4165.5,1215.0,2393.5,5018.5,1,3.16227766,0,0.0,0.0,1.0,0,0.0,1.0,0,0.0,6.0,2.0,0,2.0,7.0,8.0,0,2.0,1,3.25,0,0,0,8.0,1,0.0,7.0,2.666666667,6.166666667,0,1,0.0,1.0,4500.0,4000.0,500000.0,3000000.0,20000.0,36825.0,667.0,40000.0,92.0,0.921575925,0.0,1.0,0,1,0,7.0,4.0,4.0,0,0,1,1,0,0,0,0,1,0,1,0,3.16227766,1.732050808,9.0,6.0,9.0,8.0,13.0,10.0,18.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,20827.0,20848.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,9.0,9.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,0,1,2.0,0
15,0.0,0,0,0,19.0,1,6.0,1,1.0,0,0,1,0,3000.0,300000.0,35000.0,300.0,2163.5,566.0,4002.0,868.5,2163.5,566.0,4002.0,868.5,1,3.16227766,0,0.0,0.0,1.0,0,1.0,0.0,1,1.0,6.0,5.0,0,5.0,7.0,8.0,0,3.5,1,2.5,0,0,1,3.75,1,0.0,6.166666667,3.0,5.583333333,0,1,0.0,1.0,3000.0,4000.0,300000.0,3000000.0,7000.0,35000.0,300.0,30000.0,99.0,0.42606204200000003,0.0,1.0,1,0,0,8.0,4.0,4.0,0,1,0,1,0,0,0,0,1,0,0,1,3.16227766,1.732050808,4.0,3.0,5.0,3.0,10.0,0.0,19.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,47112.0,47133.0,4.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,8.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,1.0,0,1,2.0,0
16,1.0,0,0,0,31.0,1,7.0,0,0.0,1,0,1,1,4000.0,200500.0,45300.0,45000.0,3732.5,36.5,5557.5,5307.5,3732.5,36.5,5557.5,5307.5,1,1.732050808,0,0.0,0.0,1.0,1,0.0,1.0,0,0.0,6.0,5.0,0,5.0,9.0,8.0,0,2.75,1,2.625,0,0,1,3.5,1,0.0,6.666666667,2.5,6.083333333,0,1,0.0,1.0,3000.0,4000.0,200500.0,3000000.0,7000.0,45300.0,667.0,45000.0,98.0,-0.547230757,0.0,1.0,0,1,0,9.0,5.0,6.0,0,1,0,0,0,1,1,0,0,0,1,0,1.732050808,1.732050808,4.0,3.0,4.0,3.0,10.0,10.0,31.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,47750.0,47759.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,4.0,3.0,1.0,6.0,1.0,0,1,1.0,0
17,1.0,0,0,0,23.0,0,9.0,1,0.0,0,1,0,0,2500.0,4200000.0,26246.4,10000.0,1189.0,4820.5,2804.0,2855.5,1189.0,4820.5,2804.0,2855.5,1,2.449489743,0,0.0,0.0,1.0,1,1.0,0.0,0,0.0,6.0,9.0,0,9.0,9.0,8.0,0,3.428571429,1,2.75,0,1,1,5.0,0,0.0,4.666666667,3.666666667,4.5,0,0,0.0,1.0,2500.0,4000.0,600000.0,4200000.0,7000.0,36825.0,667.0,30000.0,84.0,0.004156012000000001,1.0,1.0,0,0,1,8.0,1.0,2.0,0,0,1,0,1,0,1,0,0,0,1,0,2.449489743,1.732050808,5.0,3.0,3.0,9.0,10.0,65.0,23.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31566.0,31587.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,9.0,9.0,2.0,1.0,4.0,5.0,3.0,1.0,2.0,4.0,0,1,2.0,1
18,1.0,0,0,0,18.0,0,1.0,0,0.0,1,1,0,0,3000.0,2000000.0,7050.0,323.0,2163.5,2720.5,1538.5,952.0,2163.5,2720.5,1538.5,952.0,0,1.0,1,0.0,1.0,0.0,0,0.0,0.0,1,1.0,9.0,5.0,1,9.0,8.0,9.0,0,3.0,0,3.375,1,0,0,1.0,1,0.0,4.0,3.0,4.5,0,1,0.0,1.0,3000.0,3000.0,600000.0,2000000.0,7050.0,36825.0,323.0,30000.0,0.0,-0.320491403,0.0,1.0,0,0,0,11.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.0,1.0,1.0,1.0,1.0,13.0,37.0,21.0,18.0,1.0,1.0,0,1,0,0,0,1,1,0,0,0,1,0,0.0,25335.0,25354.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,9.0,1.0,3.0,3.0,1.0,7.0,4.0,3.0,1.0,5.0,0,1,1.0,0
19,1.0,0,0,0,23.0,0,4.0,1,1.0,1,0,1,1,3000.0,300500.0,45000.0,25000.0,2163.5,678.5,5417.5,3892.0,2163.5,678.5,5417.5,3892.0,0,1.4142135619999998,0,0.0,0.0,1.0,0,0.0,1.0,1,1.0,5.0,5.0,1,5.0,8.0,7.0,0,2.125,0,4.0,1,0,1,7.75,1,0.0,5.0,4.0,4.5,0,1,0.0,1.0,3000.0,3000.0,300500.0,3000000.0,7000.0,45000.0,667.0,25000.0,35.0,0.49584717899999997,0.0,1.0,1,0,0,11.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.4142135619999998,9.0,5.0,9.0,8.0,7.0,43.0,21.0,23.0,1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,1,1.0,40118.0,40141.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,9.0,4.0,5.0,4.0,1.0,4.0,5.0,7.0,2.0,4.0,0,1,2.0,0
20,1.0,0,0,0,18.0,0,7.0,1,1.0,0,0,1,0,3000.0,2000000.0,37000.0,300.0,2163.5,2720.5,4214.5,868.5,2163.5,2720.5,4214.5,868.5,0,2.0,1,0.0,0.0,1.0,0,0.0,1.0,0,0.0,9.0,5.0,1,9.0,8.0,6.0,0,2.875,0,4.75,0,1,0,5.75,1,0.0,7.0,5.333333333,4.833333333,0,1,0.0,1.0,3000.0,4000.0,600000.0,3000000.0,7000.0,37000.0,300.0,30000.0,100.0,-0.06424321599999999,0.0,1.0,0,1,0,11.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.0,5.0,4.0,5.0,9.0,3.0,79.0,18.0,21.0,1.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,1.0,46338.0,46343.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,7.0,5.0,2.0,4.0,7.0,7.0,4.0,6.0,3.0,0,1,2.0,0
21,1.0,0,0,0,19.0,0,9.0,1,1.0,0,0,0,0,2500.0,700000.0,4000.0,353.0,1189.0,1516.5,906.0,995.0,1189.0,1516.5,906.0,995.0,1,1.0,1,0.0,1.0,0.0,1,1.0,0.0,1,0.0,6.0,9.0,0,9.0,8.0,8.0,0,2.875,1,2.625,0,0,0,4.25,1,0.0,5.333333333,3.0,5.166666667,0,1,0.0,1.0,2500.0,4000.0,700000.0,3000000.0,4000.0,36825.0,353.0,30000.0,30.0,-0.21662714,0.0,1.0,0,1,0,11.0,4.0,4.0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,1.732050808,6.0,1.0,9.0,1.0,10.0,3.0,19.0,21.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,23762.0,23784.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,5.0,0,1,2.0,0
22,1.0,0,0,0,20.0,1,9.0,1,0.0,0,0,0,1,3000.0,2000000.0,26246.4,35000.0,2163.5,2720.5,2804.0,4662.5,2163.5,2720.5,2804.0,4662.5,0,2.0,1,0.0,0.0,1.0,1,1.0,0.0,1,0.0,6.0,4.0,0,4.0,8.0,7.0,0,2.25,0,2.5,1,0,1,4.75,1,0.0,6.0,2.666666667,5.666666667,0,1,0.0,0.0,3000.0,4000.0,600000.0,3000000.0,7000.0,36825.0,667.0,35000.0,96.0,-1.121574218,1.0,1.0,0,1,0,11.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.0,6.0,3.0,7.0,3.0,10.0,7.0,21.0,20.0,1.0,1.0,0,0,1,1,0,0,0,0,1,0,1,0,1.0,30544.0,30563.0,4.0,4.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,9.0,8.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,0,1,1.0,0
